;COD_PROVINCIA;NOM_PROVINCIA;COD_CANTON;NOM_CANTON;COD_PARROQUIA;NOM_PARROQUIA;EST_PARROQUIA;COD_ZONA;NOM_ZONA;COD_RECINTO;NOM_RECINTO;SEXO;JUNTA;ELECTORES;COD_JUNTA
0;1;AZUAY;260;CUENCA;285;BAÑOS;R;1;BAÑOS;987;UNIDAD EDUCATIVA ALFONSO CARRION HEREDIA;F;15;350;29
1;1;AZUAY;260;CUENCA;285;BAÑOS;R;1;BAÑOS;6306;UNIDAD EDUCATIVA BORJA-ESCUELA;F;30;350;59
2;1;AZUAY;260;CUENCA;285;BAÑOS;R;1;BAÑOS;978;ESCUELA DE EDUCACIÓN BÁSICA ENRIQUETA CORDERO DAVILA;M;9;350;18
3;1;AZUAY;260;CUENCA;285;BAÑOS;R;1;BAÑOS;6306;UNIDAD EDUCATIVA BORJA-ESCUELA;M;24;350;48
4;1;AZUAY;260;CUENCA;730;CUMBE;R;0; ;928;UNIDAD EDUCATIVA CUMBE / COLEGIO NACIONAL TECNICO DE CUMBE;F;5;350;79
5;1;AZUAY;260;CUENCA;845;CHAUCHA / ANGAS;R;1;CHAUCHA /ANGAS;2196;UNIDAD EDUCATIVA SAN GABRIEL DE CHAUCHA;M;2;154;90
6;1;AZUAY;260;CUENCA;860;CHECA JIDCAY;R;0; ;623;UNIDAD EDUCATIVA CHECA/COLEGIO CHECA;M;4;270;104
7;1;AZUAY;260;CUENCA;2255;LLACAO;R;0; ;1267;ESCUELA DE EDUCACION BASICA GONZALO S. CORDOVA;F;2;350;121
8;1;AZUAY;260;CUENCA;2430;MOLLETURO;R;1;MOLLETURO;464;UNIDAD EDUCATIVA MOLLETURO/COLEGIO MOLLETURO;F;5;350;139
9;1;AZUAY;260;CUENCA;2430;MOLLETURO;R;5;TAMARINDO;2085;ESCUELA DE EDUCACION BASICA 15 DE AGOSTO;M;1;84;150
10;1;AZUAY;260;CUENCA;2570;MULTI /  NULTI;R;1;MULTI /  NULTI;47;UNIDAD EDUCATIVA NULTI- ESCUELA MANUEL RAMON BALAREZO;F;5;350;169
11;1;AZUAY;260;CUENCA;2595;OCTAVIO CORDERO PALACIOS;R;0; ;2083;UNIDAD EDUCATIVA SANTA ROSA/ESCUELA EZEQUIEL MARQUEZ;F;3;350;182
12;1;AZUAY;260;CUENCA;2680;PACCHA;R;0; ;62;UNIDAD EDUCATIVA PACCHA- ESCUELA FISCAL MIXTA MANUEL CORONEL;M;4;350;192
13;1;AZUAY;260;CUENCA;3105;QUINGEO;R;1;QUINGEO;4601;UNIDAD EDUCATIVA DEL MILENIO QUINGEO;M;4;350;205
14;1;AZUAY;260;CUENCA;3165;RICAURTE;R;1;RICAURTE;1220;ESCUELA EDUCACION GENERAL BASICA ESTADOS UNIDOS DE NORTEAMERICA;F;7;350;231
15;1;AZUAY;260;CUENCA;3165;RICAURTE;R;1;RICAURTE;5858;UNIDAD EDUCATIVA PARTICULAR SUDAMERICANO;F;22;350;261
16;1;AZUAY;260;CUENCA;3165;RICAURTE;R;1;RICAURTE;1119;ESCUELA DE EDUCACIÓN BÁSICA ISAAC A. CHICO;M;10;350;238
17;1;AZUAY;260;CUENCA;3165;RICAURTE;R;1;RICAURTE;5858;UNIDAD EDUCATIVA PARTICULAR SUDAMERICANO;M;25;209;268
18;1;AZUAY;260;CUENCA;3460;SAN JOAQUIN;R;1;SAN JOAQUIN;1627;ESCUELA DE EDUCACION BASICA GENERAL ANTONIO FARFAN;F;13;371;297
19;1;AZUAY;260;CUENCA;3460;SAN JOAQUIN;R;2;BARABON;1391;UNIDAD EDUCATIVA/ESCUELA DE EDUCACION BASICA EDUARDO CRESPO MALO;M;1;77;300
20;1;AZUAY;260;CUENCA;3685;SANTA ANA;R;0; ;5935;UNIDAD EDUCATIVA DANIEL HERMIDA;M;6;350;312
21;1;AZUAY;260;CUENCA;3795;SAYAUSI;R;1;SAYAUSI;5885;UNIDAD EDUCATIVA PARTICULAR LA ALBORADA;F;13;350;342
22;1;AZUAY;260;CUENCA;3795;SAYAUSI;R;1;SAYAUSI;5885;UNIDAD EDUCATIVA PARTICULAR LA ALBORADA;M;11;350;339
23;1;AZUAY;260;CUENCA;3850;SIDCAY;R;1;SIDCAY;775;ESCUELA DE EDUCACIÓN BASICA MIGUEL PRIETO;M;1;350;356
24;1;AZUAY;260;CUENCA;3870;SININCAY;R;1;SININCAY;720;ESCUELA DE EDUCACION BASICA CAROLINA DE FEBRES CORDERO;F;7;350;381
25;1;AZUAY;260;CUENCA;3870;SININCAY;R;1;SININCAY;720;ESCUELA DE EDUCACION BASICA CAROLINA DE FEBRES CORDERO;M;7;350;382
26;1;AZUAY;260;CUENCA;3980;TARQUI;R;1;TARQUI;1124;UNIDAD EDUCATIVA FAUSTO MOLINA;F;5;350;409
27;1;AZUAY;260;CUENCA;3980;TARQUI;R;1;TARQUI;1124;UNIDAD EDUCATIVA FAUSTO MOLINA;M;6;350;412
28;1;AZUAY;260;CUENCA;4095;TURI;R;0; ;1064;UNIDAD EDUCATIVA TURI;F;5;350;439
29;1;AZUAY;260;CUENCA;4095;TURI;R;0; ;5949;ESCUELA DE EDUCACION BASICA JOSE RAFAEL ARIZAGA;M;9;256;448
30;1;AZUAY;260;CUENCA;4200;VALLE;R;1;VALLE;799;ESCUELA DE EDUCACION BASICA MANUEL GUERRERO;F;15;350;481
31;1;AZUAY;260;CUENCA;4200;VALLE;R;1;VALLE;831;UNIDAD EDUCATIVA GUILLERMO MENSI;M;6;350;464
32;1;AZUAY;260;CUENCA;4200;VALLE;R;1;VALLE;5933;ESCUELA DE EDUCACION BASICA JOSE TOMAS RENDON SOLANO;M;21;350;494
33;1;AZUAY;260;CUENCA;4225;VICTORIA DEL PORTETE;R;0; ;1247;UNIDAD EDUCATIVA DEL MILENIO VICTORIA DEL PORTETE;M;2;350;507
34;1;AZUAY;260;CUENCA;5075;BELLAVISTA;U;0; ;465;UNIDAD EDUCATIVA 3 DE NOVIEMBRE;F;11;350;537
35;1;AZUAY;260;CUENCA;5075;BELLAVISTA;U;0; ;5848;UNIDAD EDUCATIVA ALBERTO ANDRADE ARIZAGA BRUMEL;F;26;350;566
36;1;AZUAY;260;CUENCA;5075;BELLAVISTA;U;0; ;465;UNIDAD EDUCATIVA 3 DE NOVIEMBRE;M;14;350;544
37;1;AZUAY;260;CUENCA;5080;CAÑARIBAMBA;U;0; ;339;UNIDAD EDUCATIVA CESAR DAVILA ANDRADE / COLEGIO CESAR DAVILA ANDRADE;F;5;350;576
38;1;AZUAY;260;CUENCA;5080;CAÑARIBAMBA;U;0; ;339;UNIDAD EDUCATIVA CESAR DAVILA ANDRADE / COLEGIO CESAR DAVILA ANDRADE;M;5;350;577
39;1;AZUAY;260;CUENCA;5135;EL BATAN;U;0; ;1038;ESCUELA DE EDUCACION BASICA 12 DE ABRIL;F;7;350;608
40;1;AZUAY;260;CUENCA;5135;EL BATAN;U;0; ;6297;ESCUELA DE EDUCACION BASICA VICTOR MANUEL ALBORNOZ;F;22;155;638
41;1;AZUAY;260;CUENCA;5135;EL BATAN;U;0; ;896;UNIDAD EDUCATIVA MIGUEL MORENO ORDOÑEZ;M;15;350;625
42;1;AZUAY;260;CUENCA;5140;MACHANGARA;U;1;MACHÁNGARA;5869;UNIDAD EDUCATIVA PARTICULAR KENNEDY;F;9;350;656
43;1;AZUAY;260;CUENCA;5140;MACHANGARA;U;1;MACHÁNGARA;5869;UNIDAD EDUCATIVA PARTICULAR KENNEDY;M;12;117;663
44;1;AZUAY;260;CUENCA;5290;MONAY;U;0; ;592;UNIDAD EDUCATIVA DEL MILENIO MANUELA GARAICOA DE CALDERON;F;6;350;683
45;1;AZUAY;260;CUENCA;5290;MONAY;U;0; ;5991;UNIDAD EDUCATIVA PARTICULAR COREL;F;21;330;712
46;1;AZUAY;260;CUENCA;5290;MONAY;U;0; ;6307;UNIDAD EDUCATIVA DEL MILENIO GARAICOA- COLISEO;M;15;350;702
47;1;AZUAY;260;CUENCA;5330;EL VECINO;U;1;EL VECINO;6006;UNIDAD EDUCATIVA MANUEL J CALLE - COLISEO;F;11;350;733
48;1;AZUAY;260;CUENCA;5330;EL VECINO;U;1;EL VECINO;5965;UNIVERSIDAD POLITECNICA DE CUENCA- COLISEO;F;26;350;763
49;1;AZUAY;260;CUENCA;5330;EL VECINO;U;1;EL VECINO;834;UNIDAD EDUCATIVA FRANCISCA DAVILA DE MUÑOZ;F;41;350;793
50;1;AZUAY;260;CUENCA;5330;EL VECINO;U;1;EL VECINO;5980;ESCUELA DE EDUCACION BASICA MARY CORYLE;F;56;350;822
51;1;AZUAY;260;CUENCA;5330;EL VECINO;U;1;EL VECINO;797;UNIDAD EDUCATIVA ZOILA ESPERANZA PALACIOS/ESCUELA ESPAÑA;M;13;350;738
52;1;AZUAY;260;CUENCA;5330;EL VECINO;U;1;EL VECINO;5965;UNIVERSIDAD POLITECNICA DE CUENCA- COLISEO;M;28;350;768
53;1;AZUAY;260;CUENCA;5330;EL VECINO;U;1;EL VECINO;834;UNIDAD EDUCATIVA FRANCISCA DAVILA DE MUÑOZ;M;43;350;798
54;1;AZUAY;260;CUENCA;5330;EL VECINO;U;3;LA CATÓLICA;5940;UNIDAD EDUCATIVA LUIS ROBERTO BRAVO;M;1;132;828
55;1;AZUAY;260;CUENCA;5360;TOTORACOCHA;U;0; ;1543;UNIDAD EDUCATIVA ABELARDO TAMARIZ CRESPO;F;15;350;859
56;1;AZUAY;260;CUENCA;5360;TOTORACOCHA;U;0; ;5952;UNIDAD EDUCATIVA FISCAL RICARDO MUÑOZ CHAVEZ;F;30;350;889
57;1;AZUAY;260;CUENCA;5360;TOTORACOCHA;U;0; ;5989;UNIDAD EDUCATIVA HERLINDA TORAL AULAS;M;10;350;850
58;1;AZUAY;260;CUENCA;5360;TOTORACOCHA;U;0; ;6004;COLISEO POLIDEPORTIVO TOTORACOCHA;M;25;350;880
59;1;AZUAY;260;CUENCA;5370;YANUNCAY;U;1;YANUNCAY;505;UNIDAD EDUCATIVA FISCOMISIONAL TÉCNICO SALESIANO/INSTITUTO TECNICO SUPERIOR SALESIANO;F;10;350;916
60;1;AZUAY;260;CUENCA;5370;YANUNCAY;U;1;YANUNCAY;6546;ESCUELA DE EDUCACION BASICA FRANCISCA ARIZAGA T.;F;25;350;946
61;1;AZUAY;260;CUENCA;5370;YANUNCAY;U;1;YANUNCAY;5966;UNIDAD EDUCATIVA FRAY VICENTE SOLANO;F;40;247;972
62;1;AZUAY;260;CUENCA;5370;YANUNCAY;U;1;YANUNCAY;803;ESCUELA DE EDUCACIÓN BÁSICA NICOLÁS SOJOS;M;15;350;927
63;1;AZUAY;260;CUENCA;5370;YANUNCAY;U;1;YANUNCAY;5958;ESCUELA DE EDUCACION BASICA IGNACIO ESCANDON;M;30;350;957
64;1;AZUAY;260;CUENCA;5450;HUAYNACAPAC;U;0; ;397;UNIDAD EDUCATIVA PARTICULAR HERMANO MIGUEL DE LA SALLE;F;5;350;986
65;1;AZUAY;260;CUENCA;5450;HUAYNACAPAC;U;0; ;6030;UNIVERSIDAD DEL AZUAY;F;20;350;1016
66;1;AZUAY;260;CUENCA;5450;HUAYNACAPAC;U;0; ;475;ESCUELA DE EDUCACION GENERAL BASICA GABRIELA MISTRAL;M;9;350;995
67;1;AZUAY;260;CUENCA;5875;RAMIREZ DAVALOS;U;0; ;927;UNIDAD EDUCATIVA SANTA MARIANITA DE JESUS;F;1;350;1027
68;1;AZUAY;260;CUENCA;5875;RAMIREZ DAVALOS;U;0; ;5868;UNIDAD EDUCATIVA FISCOMISIONAL DANIEL HERMIDA;F;16;350;1056
69;1;AZUAY;260;CUENCA;5875;RAMIREZ DAVALOS;U;0; ;413;UNIDAD EDUCATIVA OCTAVIO CORDERO PALACIOS/COLEGIO OCTAVIO CORDERO;M;13;350;1052
70;1;AZUAY;260;CUENCA;5905;SAGRARIO;U;0; ;929;UNIDAD EDUCATIVA SALESIANAS MARIA AUXILIADORA;F;14;350;1085
71;1;AZUAY;260;CUENCA;5905;SAGRARIO;U;0; ;5872;UNIDAD EDUCATIVA PARTICULAR MISIONEROS OBLATOS-INGRESO CALLE BORRERO;F;29;350;1115
72;1;AZUAY;260;CUENCA;5905;SAGRARIO;U;0; ;929;UNIDAD EDUCATIVA SALESIANAS MARIA AUXILIADORA;M;12;350;1082
73;1;AZUAY;260;CUENCA;5905;SAGRARIO;U;0; ;5872;UNIDAD EDUCATIVA PARTICULAR MISIONEROS OBLATOS-INGRESO CALLE BORRERO;M;27;350;1112
74;1;AZUAY;260;CUENCA;5930;SAN BLAS;U;0; ;784;ESCUELA DE EDUCACION BASICA LUIS CORDERO CRESPO;F;12;350;1143
75;1;AZUAY;260;CUENCA;5930;SAN BLAS;U;0; ;795;UNIDAD EDUCATIVA PARTICULAR CORAZON DE MARIA;F;27;350;1173
76;1;AZUAY;260;CUENCA;5930;SAN BLAS;U;0; ;784;ESCUELA DE EDUCACION BASICA LUIS CORDERO CRESPO;M;10;350;1140
77;1;AZUAY;260;CUENCA;5930;SAN BLAS;U;0; ;795;UNIDAD EDUCATIVA PARTICULAR CORAZON DE MARIA;M;25;350;1170
78;1;AZUAY;260;CUENCA;6010;SAN SEBASTIAN;U;1;SAN SEBASTIAN;1415;UNIDAD EDUCATIVA ECUADOR;F;13;350;1204
79;1;AZUAY;260;CUENCA;6010;SAN SEBASTIAN;U;1;SAN SEBASTIAN;1441;UNIDAD EDUCATIVA VICTOR GERARDO AGUILAR/ESCUELA REMIGIO CRESPO;F;28;350;1234
80;1;AZUAY;260;CUENCA;6010;SAN SEBASTIAN;U;1;SAN SEBASTIAN;5884;ESCUELA DE EDUCACION BASICA ULISES CHACON;F;43;350;1264
81;1;AZUAY;260;CUENCA;6010;SAN SEBASTIAN;U;1;SAN SEBASTIAN;1429;UNIDAD EDUCATIVA SAGRADOS CORAZONES;M;8;350;1195
82;1;AZUAY;260;CUENCA;6010;SAN SEBASTIAN;U;1;SAN SEBASTIAN;1441;UNIDAD EDUCATIVA VICTOR GERARDO AGUILAR/ESCUELA REMIGIO CRESPO;M;23;350;1225
83;1;AZUAY;260;CUENCA;6010;SAN SEBASTIAN;U;1;SAN SEBASTIAN;1519;COLEGIO DE BACHILLERATO CIUDAD DE CUENCA;M;38;350;1255
84;1;AZUAY;260;CUENCA;6090;SUCRE;U;0; ;5900;UNIVERSIDAD DE CUENCA - ADMINISTRACION CENTRAL;F;4;350;1285
85;1;AZUAY;260;CUENCA;6090;SUCRE;U;0; ;950;UNIDAD EDUCATIVA ANTONIO AVILA MALDONADO/COLEGIO ANTONIO AVILA MALDONADO;F;19;350;1315
86;1;AZUAY;260;CUENCA;6090;SUCRE;U;0; ;1022;UNIDAD EDUCATIVA REMIGIO ROMERO Y CORDERO;F;34;108;1342
87;1;AZUAY;260;CUENCA;6090;SUCRE;U;0; ;5946;UNIVERSIDAD DE CUENCA - FACULTAD DE CIENCIAS QUIMICAS;M;15;350;1308
88;1;AZUAY;260;CUENCA;6090;SUCRE;U;0; ;1022;UNIDAD EDUCATIVA REMIGIO ROMERO Y CORDERO;M;30;287;1338
89;1;AZUAY;260;CUENCA;6865;HERMANO MIGUEL;U;1;HERMANO MIGUEL;1524;UNIDAD EDUCATIVA ISABEL MOSCOSO DAVILA/ESCUELA ISABEL MOSCOSO;M;1;350;1344
90;1;AZUAY;260;CUENCA;6865;HERMANO MIGUEL;U;2;UNCOVIA;2967;UNIDAD EDUCATIVA PARTICULAR PIO 12;M;1;363;1371
91;1;AZUAY;265;GUALACEO;1805;JADAN;R;1;JADAN;368;ESCUELA DE EDUCACION BASICA TADEO TORRES;M;1;350;1383
92;1;AZUAY;265;GUALACEO;2385;MARIANO MORENO/CALLASAY;R;2;CERTAG;4991;CASA COMUNAL DE CERTAG;M;1;64;1402
93;1;AZUAY;265;GUALACEO;3505;SAN JUAN;R;0; ;1059;UNIDAD EDUCATIVA NICANOR AGUILAR MALDONADO;M;5;350;1415
94;1;AZUAY;265;GUALACEO;5420;GUALACEO;U;1;GUALACEO;1173;UNIDAD EDUCATIVA SANTO DOMINGO DE GUZMAN;F;3;350;1434
95;1;AZUAY;265;GUALACEO;5420;GUALACEO;U;1;GUALACEO;1088;UNIDAD EDUCATIVA ALFONSO LITUMA/COLEGIO ALFONSO LITUMA CORREA;F;18;350;1464
96;1;AZUAY;265;GUALACEO;5420;GUALACEO;U;1;GUALACEO;5803;UNIDAD EDUCATIVA GUALACEO;F;33;350;1492
97;1;AZUAY;265;GUALACEO;5420;GUALACEO;U;1;GUALACEO;1158;UNIDAD EDUCATIVA MIGUEL MALO GONZALEZ;M;13;350;1455
98;1;AZUAY;265;GUALACEO;5420;GUALACEO;U;1;GUALACEO;5803;UNIDAD EDUCATIVA GUALACEO;M;28;350;1485
99;1;AZUAY;270;GIRON;5395;GIRON;U;0; ;893;ESCUELA EDUCACION BASICA 27 DE FEBRERO;F;1;350;1508
100;1;AZUAY;270;GIRON;5395;GIRON;U;0; ;893;ESCUELA EDUCACION BASICA 27 DE FEBRERO;M;1;350;1509
101;1;AZUAY;275;PAUTE;395;BULAN / J. VICTOR IZQUIERDO;R;0; ;2088;ESCUELA DE EDUCACION BASICA HONORATO LOYOLA;M;1;350;1537
102;1;AZUAY;275;PAUTE;1455;GUARAINAC;R;1;GUARAINAC;2019;UNIDAD EDUCATIVA SAN PABLO DE GUARAINAC/COLEGIO LUIS VEGA GARIDO;F;2;60;1554
103;1;AZUAY;275;PAUTE;4565;EL CABO;R;0; ;2343;UNIDAD EDUCATIVA ATENAS DEL ECUADOR/ESCUELA ANTONIO VEGA MUNOZ;F;1;350;1568
104;1;AZUAY;275;PAUTE;5775;PAUTE;U;1;PAUTE;1165;UNIDAD EDUCATIVA 26 DE FEBRERO / ESCUELA SIMÓN BOLIVAR;F;11;350;1593
105;1;AZUAY;275;PAUTE;5775;PAUTE;U;1;PAUTE;1174;ESCUELA DE EDUCACIÓN BÁSICA ISIDRO AYORA;M;4;350;1580
106;1;AZUAY;275;PAUTE;5775;PAUTE;U;1;PAUTE;5870;UNIDAD EDUCATIVA CIUDAD DE PAUTE;M;19;291;1610
107;1;AZUAY;280;SIGSIG;1355;GIMA;R;0; ;580;UNIDAD EDUCATIVA JIMA/ ESCUELA DE EDUCACION BASICA REMIGIO ESTEVEZ DE TORAL;M;2;350;1625
108;1;AZUAY;280;SIGSIG;2215;LUDO;R;1;LUDO;1170;UNIDAD EDUCATIVA AGUSTIN IGLESIAS/ESCUELA AGUSTÍN IGLESIAS;M;4;159;1642
109;1;AZUAY;280;SIGSIG;3360;SAN BARTOLOME;R;2;LA LIBERTAD;818;ESCUELA DE EDUCACION BASICA EDMUNDO MALDONADO;M;1;23;1658
110;1;AZUAY;280;SIGSIG;6085;SIGSIG;U;1;SIGSIG;4993;UNIDAD EDUCATIVA SIGSIG;F;6;350;1678
111;1;AZUAY;280;SIGSIG;6085;SIGSIG;U;1;SIGSIG;1345;ESCUELA DE EDUCACIÓN BÁSICA DOMINGO SAVIO;M;3;350;1673
112;1;AZUAY;285;SANTA ISABEL;15;ABDON CALDERON / LA UNION;R;0; ;1336;UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA/COLEGIO JAIME ROLDOS AGUILERA;F;1;350;1703
113;1;AZUAY;285;SANTA ISABEL;3835;SHAGLLI;R;3;PUCULCAY;5000;UNIDAD EDUCATIVA SAN ALFONSO DE PUCULCAY;M;1;82;1718
114;1;AZUAY;285;SANTA ISABEL;6045;SANTA ISABEL;U;1;SANTA ISABEL;1988;ESCUELA DE EDUCACION BASICA VEINTE DE ENERO;F;13;350;1745
115;1;AZUAY;285;SANTA ISABEL;6045;SANTA ISABEL;U;1;SANTA ISABEL;1252;UNIDAD EDUCATIVA SANTA ISABEL/COLEGIO SANTA ISABEL;M;9;350;1738
116;1;AZUAY;555;PUCARA;1690;SAN RAFAEL DE SHARUG;R;1;SAN RAFAEL DE SHARUG;2089;UNIDAD EDUCATIVA SAN RAFAEL DE SHARUG / ESCUELA FAE;M;2;180;1765
117;1;AZUAY;555;PUCARA;5690;PUCARA;U;1;PUCARA;967;UNIDAD EDUCATIVA PUCARA/ESCUELA JUAN DE VELASCO;M;6;350;1779
118;1;AZUAY;555;PUCARA;5690;PUCARA;U;9;LAS PALMAS;2209;ESCUELA DE EDUCACIÓN BÁSICA PROVINCIA DEL AZUAY;F;1;52;1795
119;1;AZUAY;556;CAMILO PONCE ENRIQUEZ;6875;CAMILO PONCE ENRIQUEZ;U;1;CAMILO PONCE ENRIQUEZ;1539;COLEGIO DE BACHILLERATO PONCE ENRIQUEZ;F;6;350;1815
120;1;AZUAY;556;CAMILO PONCE ENRIQUEZ;6875;CAMILO PONCE ENRIQUEZ;U;1;CAMILO PONCE ENRIQUEZ;1539;COLEGIO DE BACHILLERATO PONCE ENRIQUEZ;M;2;350;1808
121;1;AZUAY;556;CAMILO PONCE ENRIQUEZ;6875;CAMILO PONCE ENRIQUEZ;U;1;CAMILO PONCE ENRIQUEZ;5854;ESCUELA DE EDUCACION BASICA MERCEDES CRESPO DE VEGA;M;17;350;1838
122;1;AZUAY;556;CAMILO PONCE ENRIQUEZ;6875;CAMILO PONCE ENRIQUEZ;U;5;BELLA RICA;5021;ESCUELA DE EDUCACION BASICA EL DIAMANTE;M;1;223;1855
123;1;AZUAY;780;OÑA;6360;OÑA;U;2;MORAS LOMA;2768;ESCUELA DE EDUCACIÓN BÁSICA EMILIO AREVALO;M;1;73;1870
124;1;AZUAY;885;NABON;575;COCHAPATA;R;1;COCHAPATA;2155;UNIDAD EDUCATIVA LEON VIVAR/ESCUELA DE EDUCACION BASICA ANDRES BELTRAN;F;2;350;1886
125;1;AZUAY;885;NABON;6595;NABON;U;1;NABON;411;UNIDAD EDUCATIVA NABON/ ESCUELA DE EDUCACIÓN BÁSICA AGUSTÍN J PERALTA;F;1;350;1900
126;1;AZUAY;885;NABON;6595;NABON;U;1;NABON;411;UNIDAD EDUCATIVA NABON/ ESCUELA DE EDUCACIÓN BÁSICA AGUSTÍN J PERALTA;M;2;350;1903
127;1;AZUAY;885;NABON;6595;NABON;U;4;CHUNASANA;2314;UNIDAD EDUCATIVA BALTAZAR AGUIRRE;F;1;89;1930
128;1;AZUAY;915;CHORDELEG;6435;CHORDELEG;U;0; ;446;UNIDAD EDUCATIVA CHORDELEG/ COLEGIO NACIONAL CHORDELEG;F;1;350;1945
129;1;AZUAY;915;CHORDELEG;6435;CHORDELEG;U;0; ;446;UNIDAD EDUCATIVA CHORDELEG/ COLEGIO NACIONAL CHORDELEG;M;5;350;1954
130;1;AZUAY;955;SEVILLA DE ORO;2725;PALMAS;R;1;PALMAS;853;UNIDAD EDUCATIVA LAS PALMAS / COLEGIO NACIONAL TÉCNICO LAS PALMAS;M;3;267;1975
131;1;AZUAY;960;EL PAN;1650;SAN VICENTE;R;1;SAN VICENTE;2072;ESCUELA DE EDUACION BASICA JOSE DOMINGO LAMAR;F;1;350;1990
132;1;AZUAY;990;GUACHAPALA;6615;GUACHAPALA;U;1;GUACHAPALA;986;UNIDAD EDUCATIVA GUACHAPALA/ COLEGIO TECNICO GUACHAPALA;F;3;350;2007
133;2;BOLIVAR;165;GUARANDA;795;SAN LUIS DE PAMBIL;R;1;SAN LUIS DE PAMBIL;1646;UNIDAD EDUCATIVA DIEGO DE ALMAGRO;F;7;128;2026
134;2;BOLIVAR;165;GUARANDA;3285;SALINAS;R;1;SALINAS;6205;UNIDAD EDUCATIVA INTERCULTURAL DEL MILENIO SALINAS;F;2;350;2051
135;2;BOLIVAR;165;GUARANDA;3670;SAN SIMON;R;1;SAN SIMON;1672;ESCUELA DE EDUCACION BASICA ABDON CALDERON;F;1;350;2072
136;2;BOLIVAR;165;GUARANDA;3710;SANTA FE;R;0; ;2942;UNIDAD EDUCATIVA 23 DE ABRIL;M;3;174;2087
137;2;BOLIVAR;165;GUARANDA;3860;SIMIATUG;R;1;SIMIATUG;1649;UNIDAD EDUCATIVA FELIX GRANJA;M;2;350;2091
138;2;BOLIVAR;165;GUARANDA;5035;ANGEL POLIVIO CHAVEZ;U;1;ANGEL POLIVIO CHAVEZ;1658;UNIDAD EDUCATIVA ANGEL POLIBIO CHAVES;F;5;350;2129
139;2;BOLIVAR;165;GUARANDA;5035;ANGEL POLIVIO CHAVEZ;U;1;ANGEL POLIVIO CHAVEZ;1658;UNIDAD EDUCATIVA ANGEL POLIBIO CHAVES;M;3;350;2126
140;2;BOLIVAR;165;GUARANDA;5375;GABRIEL I VEINTIMILLA;U;1;GABRIEL I VEINTIMILLA;1638;UNIDAD EDUCATIVA PEDRO CARBO;F;3;350;2162
141;2;BOLIVAR;165;GUARANDA;5375;GABRIEL I VEINTIMILLA;U;1;GABRIEL I VEINTIMILLA;1636;UNIDAD EDUCATIVA VERBO DIVINO;F;18;350;2192
142;2;BOLIVAR;165;GUARANDA;5375;GABRIEL I VEINTIMILLA;U;1;GABRIEL I VEINTIMILLA;1638;UNIDAD EDUCATIVA PEDRO CARBO;M;2;350;2161
143;2;BOLIVAR;165;GUARANDA;5375;GABRIEL I VEINTIMILLA;U;1;GABRIEL I VEINTIMILLA;1636;UNIDAD EDUCATIVA VERBO DIVINO;M;17;350;2191
144;2;BOLIVAR;165;GUARANDA;6630;GUANUJO;U;1;GUANUJO;1647;UNIDAD EDUCATIVA SAN PEDRO;F;4;350;2228
145;2;BOLIVAR;165;GUARANDA;6630;GUANUJO;U;1;GUANUJO;5408;ESCUELA DE EDUCACION BASICA FABIAN AGUILAR IBARRA;F;19;350;2258
146;2;BOLIVAR;165;GUARANDA;6630;GUANUJO;U;1;GUANUJO;1647;UNIDAD EDUCATIVA SAN PEDRO;M;1;350;2223
147;2;BOLIVAR;165;GUARANDA;6630;GUANUJO;U;1;GUANUJO;1620;UNIDAD EDUCATIVA ROCAFUERTE (EX TRINIDAD CAMACHO);M;16;350;2253
148;2;BOLIVAR;165;GUARANDA;6630;GUANUJO;U;4;CUATRO ESQUINAS;2902;ESCUELA DE EDUCACION BASICA ISABEL LA CATOLICA;F;1;143;2285
149;2;BOLIVAR;170;CHIMBO;2315;MAGDALENA/CHAPACOTO;R;0; ;1643;UNIDAD EDUCATIVA LA MAGDALENA;M;2;350;2301
150;2;BOLIVAR;170;CHIMBO;5975;SAN JOSE DE CHIMBO;U;0; ;1682;UNIDAD EDUCATIVA CORINA PARRAL DE VELASCO IBARRA;F;5;350;2326
151;2;BOLIVAR;175;SAN MIGUEL;275;BALZAPAMBA;R;0; ;1612;UNIDAD EDUCATIVA 8 DE NOVIEMBRE;F;2;350;2338
152;2;BOLIVAR;175;SAN MIGUEL;345;BILOVAN;R;2;LAS GUARDIAS;3001;UNIDAD EDUCATIVA CAMINO REAL;F;1;156;2352
153;2;BOLIVAR;175;SAN MIGUEL;3595;SAN PABLO DE ATENAS;R;1;SAN PABLO DE ATENAS;1655;UNIDAD EDUCATIVA SAN PABLO DE ATENAS;M;6;350;2369
154;2;BOLIVAR;175;SAN MIGUEL;5995;SAN MIGUEL;U;1;SAN MIGUEL;1621;UNIDAD EDUCATIVA 10 DE ENERO;F;2;350;2392
155;2;BOLIVAR;175;SAN MIGUEL;5995;SAN MIGUEL;U;1;SAN MIGUEL;1625;UNIDAD EDUCATIVA DEL MILENIO ANGEL POLIBIO CHAVES;F;17;350;2422
156;2;BOLIVAR;175;SAN MIGUEL;5995;SAN MIGUEL;U;1;SAN MIGUEL;1625;UNIDAD EDUCATIVA DEL MILENIO ANGEL POLIBIO CHAVES;M;12;350;2413
